x,y,is_stop,stop_name
126.923824,37.512819,1,대방역
126.9248684,37.5125581,0,
126.9249359,37.5124356,0,
126.9250085,37.5122965,0,
126.9247745,37.5117118,0,
126.9246177,37.5113029,0,
126.9231548,37.5116946,0,
126.9219961,37.5120103,0,
126.9219066,37.5120112,0,
126.921835,37.5119863,0,
126.921812,37.5119208,0,
126.921813,37.511854,1,성애병원
126.9219217,37.5110521,0,
126.9219882,37.5106122,0,
126.9220643,37.5099525,1,신일어린이공원
126.9220797,37.5098296,0,
126.9220702,37.5089195,0,
126.9218253,37.5088545,0,
126.9216866,37.5088428,0,
126.921572,37.5088459,1,창의나라어린이집
126.9213932,37.5088528,0,
126.9212222,37.5088937,0,
126.9209834,37.5089816,0,
126.9207669,37.509096,0,
126.920108,37.5094039,0,
126.9200158,37.5094779,1,골프장
126.919977,37.5095069,0,
126.9197856,37.509674,0,
126.9195257,37.509885,0,
126.9192246,37.5101636,0,
126.9189378,37.5104763,0,
126.9186829,37.510712,0,
126.9183551,37.5109956,0,
126.9178159,37.5114909,0,
126.9173611,37.5118942,1,대신시장.기업은행
126.9172455,37.5119754,0,
126.9172007,37.5120033,0,
126.9171665,37.5120201,0,
126.9171181,37.5120313,0,
126.9170803,37.5120312,0,
126.9170449,37.5120278,0,
126.9170167,37.512015,0,
126.9169905,37.5119941,0,
126.9169772,37.5119677,0,
126.9169653,37.5119213,0,
126.9169617,37.5118628,0,
126.917193,37.510641,1,선화약국
126.9171953,37.5106177,0,
126.9162491,37.5105041,0,
126.9160486,37.5105059,0,
126.915974,37.510486,1,신길동오거리
126.9159407,37.5104132,0,
126.9158834,37.510036,0,
126.9157848,37.5094657,0,
126.9158667,37.5092772,0,
126.9158188,37.508996,1,신기목련아파트.더샵파크프레스티지
126.9158376,37.5089436,0,
126.9159059,37.5089082,0,
126.9161151,37.5088769,0,
126.9163475,37.5088432,0,
126.9166345,37.5088515,0,
126.9169894,37.5088597,0,
126.9174127,37.5088611,0,
126.9174315,37.5088412,0,
126.9174706,37.5081023,1,푸른숲아파트
126.9174847,37.5076896,0,
126.9174628,37.5072486,0,
126.917437,37.507057,0,
126.9173913,37.5067217,0,
126.9173512,37.506595,0,
126.9172819,37.5064858,0,
126.917209,37.506415,1,신길GS자이아파트정문
126.9171809,37.5063351,0,
126.9170799,37.5062197,0,
126.9168335,37.5060383,0,
126.9166864,37.5059566,0,
126.9165476,37.5058616,0,
126.916348,37.5056698,0,
126.9162746,37.5056785,0,
126.916183,37.5057354,0,
126.9161444,37.5057922,0,
126.9160905,37.5058966,0,
126.9159949,37.5059917,0,
126.91581,37.506123,1,신길GS자이아파트후문
126.9153496,37.5063029,0,
126.9150421,37.5064584,0,
126.914274,37.506794,1,삼성래미안아파트2단지
126.9137888,37.507023,0,
126.913043,37.507404,1,삼성래미안아파트
126.9128864,37.5074856,0,
126.9127281,37.5075197,0,
126.912365,37.5077158,0,
126.9118764,37.5080193,0,
126.911641,37.508166,1,신길4동주민센터
126.9112273,37.5084024,0,
126.9110655,37.5084889,0,
126.9110205,37.5089524,0,
126.9109868,37.509116,0,
126.9108394,37.5095796,1,우신초등학교
126.9107222,37.509973,0,
126.9106336,37.5102983,0,
126.9104278,37.5109443,0,
126.910322,37.5112253,0,
126.9100916,37.5116065,0,
126.9098726,37.5119287,0,
126.909787,37.5120319,0,
126.9095617,37.512415,0,
126.9093364,37.5127437,0,
126.9088915,37.5133829,0,
126.9084122,37.5140948,0,
126.9080188,37.5146749,1,영등포역1번출구
126.9079526,37.5147733,0,
126.9078592,37.5148104,0,
126.907758,37.5147996,0,
126.9077019,37.5147512,0,
126.9076823,37.514678,0,
126.9077342,37.5145841,0,
126.9078013,37.5144982,0,
126.9078443,37.5144169,0,
126.9084692,37.5135247,0,
126.9087391,37.5131571,0,
126.9088865,37.5129633,0,
126.9091492,37.5125471,1,선의원
126.9094383,37.5121326,0,
126.9096573,37.5118458,0,
126.9098304,37.5116363,0,
126.9102914,37.5103967,0,
126.9103687,37.5102383,0,
126.9104889,37.5098618,0,
126.9106148,37.5093945,1,우신초등학교
126.910769,37.5088832,0,
126.910803,37.5083355,0,
126.9108652,37.5074673,0,
126.9109274,37.5063765,0,
126.9109315,37.5062163,0,
126.9109069,37.5060924,0,
126.9109362,37.5059418,0,
126.9110081,37.5057938,0,
126.9111258,37.5056959,0,
126.911316,37.505631,1,신길힐스테이트클래시안아파트
126.9119689,37.505459,0,
126.9124034,37.5053056,0,
126.9133742,37.5049963,0,
126.913471,37.5049665,1,신길파크자이아파트
126.9138831,37.5048328,0,
126.9145295,37.5046561,0,
126.9160148,37.5043011,0,
126.91615,37.5042653,0,
126.9162349,37.5042661,0,
126.9162923,37.5043089,0,
126.9163183,37.5043862,0,
126.9162931,37.5044682,0,
